,place_id,place_name,reviewer_name,reviewer_rating,reviewer_review,reviewers_Id
10,ChIJXfZP2tYg0i0RUaM-yoiFiXs,Leke Leke Waterfall,SM,5,"Beautiful waterfall with some light hiking up and down a path. The path can be very slippery at places and better have some shoes, but flip flops also will do.
We were asked 25k entrance fee per person from a guy which property has an access to the jungle leading to the waterfall. No tickets were given. It might be another free access to the path , but not sure about that.",1776
11,ChIJXfZP2tYg0i0RUaM-yoiFiXs,Leke Leke Waterfall,Kiki Miki,4,"What a nice waterfall!! The way there is incredibly sunning and so is the waterfall itself. The entrance fee is 50k per person which is a lot (all the other waterfalls are 10-20k)- they didn’t tell us before we entered, they told us after we came back which I think is super rude, that way they don’t let decide if we want to pay/go or not. The way down takes about 7minutes and the way up around 10minutes, the way is a bit slippery sometimes but if you’re careful, slippers are fine- no need for closed shoes.",1155
12,ChIJXfZP2tYg0i0RUaM-yoiFiXs,Leke Leke Waterfall,Martius malik,5,"Small waterfall but high, you can safely swim in this waterfall, 15 minutes tracking from the entrance. The track is easy. There's no toilet at the waterfall, only in the cafe at the entrance, there's local people selling coconut on the tracking route for 40k each, well if you generous enough to help the local you can rest here after visiting the waterfall. Best visit time in the early morning around 8 to 9. The tracking not suitable for old people or wheel chair. There's parking for motorcycle and cars on the entrance.",1307
13,ChIJXfZP2tYg0i0RUaM-yoiFiXs,Leke Leke Waterfall,Danny Darkoski,4,"The waterfall was beautiful and quite tall. Couple things very important to keep in mind that I didn’t see on any reviews before going:

1. You cannot drive up to the entrance if you’re in a car. There is a parking lot about a km or more away (steep hilly windy roads) and you have to rent a scooter driver for 40k to take you to the entrance/beginning of the trek and back after your hike. If you have you’re own bike you can take it (go easy) but no cars.

2. If it has been raining the night before or earlier that day, the path is sure to be wet and very slippery and muddy. We met several people on the way that slipped and covered in mud.

Older people or less experienced hikers I wouldn’t recommended this waterfall especially if it’s wet. Besides that it’s manageable just be mindful.

The waterfall itself is amazing tho and plenty of room for a swim. There’s an uncle about halfway down selling fresh coconuts.

Enjoy ✨",496
14,ChIJXfZP2tYg0i0RUaM-yoiFiXs,Leke Leke Waterfall,rob k,5,"Great hidden gem, very peaceful and a really nice walk from the road to the waterfall. There are alot of steps so make sure you bring the correct footwear.

On our walk we were able to buy some fresh coconuts from a local who has a stall setup.

We drove to thr waterfall via moped, the road is very uneven so make sure you've driven one before. Not for a first timer",2407
15,ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,Mpokgaga E.,5,"Didn't plan to go here, but it was the right decision to stop by and enjoy the waterfall by myself! 😍

Local entrance only 20k, lots of stairs that quite slippery, I suggest don't wear flip flop when you wanna visit 😅 and all the guides were very friendly and helpful!

They got this quite awesome photo & video shoot skill for tourist, but don't forget to give them tip after you enjoying your time ☺😉

They also sell towel if you forgot to bring yours (just like me) and they also have a quite clean toilet & shower, so you can change your wet clothes.

It was a very awesome short visit, definitely going back soon! ❤",1385
16,ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,Bruce B. - Tiger Man,5,"Nice waterfall!  If you're in the area, I would recommend it.  Entrance fee is 20,000.  They have a warung restaurant near the bottom of the waterfall...good local prices.  They have several guides at the bottom if you want them to show the best places to walk in water and take photos for you.  I tipped the guide 20,000 for his help ...nice guy.",408
17,ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,Deby Firmansyah,5,one of the waterfalls in Bali that must be visited because it is really very good.  to the waterfall it only takes about 5 minutes to go down the stairs.  a lot of foreign tourists who come to visit this waterfall.  there is a toilet so it is safe to change clothes.,520
18,ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,Rian Ilmariandy,4,"Beautiful waterfall cascading along big rocks and jungle with mild stream, a perfect place to just cooling down and relax. Great atmosphere and the rocky walls are bonus. Entrance fee is 20K IDR. The staff and guides were very friendly and attentive, and they're also a great photographer. The waterfall itself is pretty easy to reach, the path is well maintained. Parking space is spacious and there are also many small warung or stalls, selling snacks and drinks. Toilet and changing rooms are available.",1673
19,ChIJoQHcmv8X0i0RI6vXSuiyCOo,Kanto Lampo Waterfall,Myriam Haar,4,Beautiful waterfall cascading along rocks st amidst the wild jungle. Easy to access through a set of steps. Takes around 10 minutes to reach the bottom. You can sit on the rocks although some are slippery. Arrange for a ride back as there is no Grab service in that area.,1424
20,ChIJQ6ocSKAb0i0RP1CIrkak0ws,Tukad Cepung Waterfall,Alexey Tee,5,"Every step going there and back definitely worth this miracle. There are few waterfalls. The biggest one is on the left side along the canyon. Water falls down together with the light making fabulous effect that you can shot on your camera. Amazing combination of the rocks, stones, water and light makes this image great. If you go back to the right side from the stairs along the small river in a 50 meters you will find two more small waterfalls. Have a look to the right cave, step inside walk a few meters and discover one more hidden fantastic waterfall. Don't forget to take flip flops or some shoes for water walk. Entrance is 20000 per person.",159
21,ChIJQ6ocSKAb0i0RP1CIrkak0ws,Tukad Cepung Waterfall,Sandra Mayer,5,"There are two waterfalls, one is a cave and the other one outside. Both are very beautiful. The way down to the waterfalls is a couple of stairs, but good ones, so it‘s fairly easy to get there and not too exhausting. There are a bunch of small restaurants and coffee places on the way down. Makes it more touristy. We were lucky and there were not too many people, so we also didn‘t have to wait long to take our pictures. I recommend either taking shoes you can wear in water or not caring about getting your shoes wet. There is no way to get to the waterfalls with dry feet.",1797
22,ChIJQ6ocSKAb0i0RP1CIrkak0ws,Tukad Cepung Waterfall,Amanda Rudyj,5,"The hike down was full of steep steps and gorgeous scenery, there was a nice stop in the middle for food and drinks. The path leveled out for a bit as you hike along the water way to get down to the last set of steps. Small line to stop and take photos of the cave waterfall to the left and it is not really a swimming hole, but the cold water is refreshing! Then go back past the steps to find 3 more waterfalls… when you go past the first one (to the right of the steps when looking down) continue further and look right for the cave listen for the water running and don’t be afraid to go inside, you will find a private treasure of another scenic waterfall with amazing photo opps. Then continue to follow the water and hike up some rocks to stand in the shallow pool and get more waterfall pics! Not really a swimming place but a beautiful piece of nature that will make the trip worth it!",185
23,ChIJQ6ocSKAb0i0RP1CIrkak0ws,Tukad Cepung Waterfall,Ha Thu,5,"It is the most beautiful water fall which I have seen in my life.
Entrance fee is 15k.
You need to walk a bit to go to water fall, but it is amazing. How wonderful mother nature!
I would like to recommended you to visit this place. Never disappointed!",857
24,ChIJQ6ocSKAb0i0RP1CIrkak0ws,Tukad Cepung Waterfall,Kathryn Lim,4,"PSA: first and foremost don’t wear shoes. I wore thick soled sandals to wade through the water. And best to have swimwear with you!

Anyway onto the actual review…
I think it’s pretty as shown in the pictures
But lots of tourists, hence 4 stars as I prefer something more quiet.
Nevertheless when you get down the stairs, to the left there are more quiet spots with beautiful waterfalls too.",1126
25,ChIJkYHLIPxP0i0RlQTbpxuNuQw,Uluwatu Temple,Anubhav Ritolia,5,"This is an amazing place to explore in Bali, Indonesia. Must visit if going to Bali, Indonesia for your honeymoon or holidays. Beautiful view, crystal clear water, pure air, etc. Pure nature to look for. Lots of photos can be clicked in different angles. Everyone liked the place. Lots of small shops also for some coconut water and snacks. Coconuts were also so big and tasty. It was feeling like just sitting there for hours and enjoying the view, sound of water, Mountain and birds. And feel the breeze air. Must visit this place if going to Bali with your lover, family and friends and click lots of pictures with lots of memories.",244
26,ChIJkYHLIPxP0i0RlQTbpxuNuQw,Uluwatu Temple,Bralee Pichaiya,5,"Amazing hindu temple on the cliff overlooking the deep blue sea♡

The view is stunning. You need to wear sarong to get it the temple area. Be careful with your hat, sun glasses, and mobile. Monkeys are naughty. They like to snatch them. Would love to go back again.",403
27,ChIJkYHLIPxP0i0RlQTbpxuNuQw,Uluwatu Temple,Herry Maan,5,"Beautiful temple. Beautiful beach. The only con is you cannot go to beach from temple. The views are so beautiful.
You have to wear a cloth to cover your legs if your clothing is above the knee length or you can say your knees are showing. Else just have to wear a cloth on stomach.
Local people pray here. Lots of spots to get pictures and enjoy a beautiful sunset. The balli dance is famous of here. Must watch but book in advance else tickets runs out very quick.
Note : make sure you keep your things safe, lots of monkeys are here.",919
28,ChIJkYHLIPxP0i0RlQTbpxuNuQw,Uluwatu Temple,Chathu Kularathna,5,"A beautiful and serene temple built on sea cliff. We visited here in 2019. I recommend visiting the temple in early morning if you don’t like crowds. Amazing views of the sea, surrounding cliffs and trees. You will have to wear a sarong. Some of the worship areas are closed for tourists.
There are quite number of monkeys, so don’t bring food.",442
29,ChIJkYHLIPxP0i0RlQTbpxuNuQw,Uluwatu Temple,Robo Bears,5,"A place with a unique atmosphere, I recommend a visit in the early hours, it gets quite crowded in the afternoon and it is more difficult to take good photos there. And especially beware of personal belongings, monkeys live there who are terribly curious and like to take things that don't belong to them.",1732
30,ChIJy52SWnGJ0S0RwgkbkQnE2IA,Daya Tarik Wisata Bedugul,Hendy Ho,5,"Should proud to be Indonesian and have this beautiful landscape, should try feeding the fish at the north west there are only $10 for the feeders its fun but try to not coming when peak hours 11-3pm, hot weather and many tourists come over there.",907
31,ChIJy52SWnGJ0S0RwgkbkQnE2IA,Daya Tarik Wisata Bedugul,Erwin Teunissen,5,"I loved this place.
Worth the visit. They have great statues, beautiful temples and gardens, some animals.
Definitely worth the visit.",688
32,ChIJy52SWnGJ0S0RwgkbkQnE2IA,Daya Tarik Wisata Bedugul,Ali Yawar,5,"This place was one of the best places for tourists to visit before pandemic. but, now it's empty there is no foreign tourists except some local visitors.",167
33,ChIJy52SWnGJ0S0RwgkbkQnE2IA,Daya Tarik Wisata Bedugul,Gede Eka Saputra,5,"a clean, comfortable, cool tourist spot, the garden is neatly arranged with various flowers, it looks like the maintenance is very good. it's just that there are no photo services like in other tourist attractions, so it's rather difficult to capture portraits with your family.",810
34,ChIJy52SWnGJ0S0RwgkbkQnE2IA,Daya Tarik Wisata Bedugul,Azara Ingram,5,"Chill place. Nice lake. Good views
No cost",322
35,ChIJFZjn43YI0i0R8hFdqu2zmvw,Taman Ujung,FYM,5,Good place for taking photos and if you love plants and flowers. Beautiful garden and little history of the local king. Spacious and great cared. Prices for foreigners is 75k ( 6$) and 50k (for locals). Light is great if is a sunny day and best spots are for sure the bridges and the lake. Recommended to come here early morning if you want the place more to yourself.,702
36,ChIJFZjn43YI0i0R8hFdqu2zmvw,Taman Ujung,Adam Cohen,3,Not much to do or see at Taman Ujung. It is picturesque like the rest of Bali and that is because this was one of the the kings residence. You climb a lot of stairs expecting to see something new but it’s usually just a scenic area. There are definitely better temples to spend your time at. Entrance fee is 75k per person. I don’t recommend.,66
37,ChIJFZjn43YI0i0R8hFdqu2zmvw,Taman Ujung,Daria Alfimova,5,"Why people seldom mention this place to visit? Absolutely great experience. Beautiful, quiet palace with a lot of photo spots and 2 view points.

75k for the entrance. I recommend to take more than one hour ti spend there.

Also you can have a lunch/picnic right there on the grass.",497
38,ChIJFZjn43YI0i0R8hFdqu2zmvw,Taman Ujung,Nicholas Stone,4,This is a park with a lake in the centre and some pagoda-like shelters where it is quite pleasant to relax in the shade and breeze. There are a few paths to walk along and various shrubs and small bushes with flowers. There is also a small hill you can climb up from where you can enjoy views of the park and surrounding areas towards the sea. Allow 30 minutes to one hour for your visit. Longer if you want to relax and read a book etc.,1473
39,ChIJFZjn43YI0i0R8hFdqu2zmvw,Taman Ujung,ChunJin Tan,4,"Beautiful place for a walk, and it's probably a great place for photography too.
The entire place is very well maintained and serene. Only a handful of locals and foreigners there, you can enjoy the peace and quiet walk there. Good mix of flora and fauna too.",464
40,ChIJLRhilH4V0i0Rez5UbFcCNm4,Hidden Canyon Beji Guwang,Aga Ufland,5,"An amazing place! Worth a visit! We spent 2 unforgettable hours with our funny and attentive guides, exploring the canyons. The shade and water were a great escape from the heat. It was worth every penny (240k/person, including lunch with lovely view, water, towel and insurance!). They made sure our 5-year old son had a great time and he absolutely loved it! Even my panicky sister who's afraid of water enjoyed it a lot! The water was a little deep at times but the guides made us feel 100% safe. No need to schedule in advance - you can come anytime. Come and support this lovely initiative!",101
41,ChIJLRhilH4V0i0Rez5UbFcCNm4,Hidden Canyon Beji Guwang,Adam Howarth,5,"We had a wonderful afternoon here, 3 adults and 2 kids (11yrs), it took about 3 hours to explore the 3 canyons with 2 very helpful guides.
There was a lot of climbing and swimming involved, the swim into the cave was really amazing with bats flying around above us.  The climbing was was enough to make you feel like a real adventurer, without being too daunting. There are lockers and showers (with towels provided) included in the visit. You will get very wet, so leave your valuables in the car/the lockers.  The guides had a dry bag for my phone and took great photos and videos for us.  Very lucky to visit during the pandemic and have the place to ourselves!",67
42,ChIJLRhilH4V0i0Rez5UbFcCNm4,Hidden Canyon Beji Guwang,Ekaterina Bagdasarova,5,"Amazing! Highly recommended! We were here with three kids, it took us two hours to go through this amazing canyon. It is better to be in swimming suit, because there are some places where you need even to swim. Don't take a towel, you will take it there, it is included in price, the same like a shower. Very beautiful, very interesting. Join it!",650
43,ChIJLRhilH4V0i0Rez5UbFcCNm4,Hidden Canyon Beji Guwang,Rosario Ayala Yoga,5,"Amazing experience! The hike through the river was very fun and the tour guide helped us, showing us where to step, making sure we were secure at all times. You can choose between a short trip or a long one with 3 beautiful canyons. At the end you walk trough rice fields to return to the starting point where you can take a hot shower. The ticket entrance also includes a meal, towels for the shower and the guide, ours was a great photographer! (Guides have waterproof bags to keep phones safe).
Highly recommended!!",1746
44,ChIJLRhilH4V0i0Rez5UbFcCNm4,Hidden Canyon Beji Guwang,Julia Hernández,5,"Amazing place to visit! Beautiful route to the 3 canyons, I had so much fun with my guide, he was an excellent photographer and know every single step of the route, If you have the chance take  water shoes otherwise you have to do the excursion barefoot (flip flops are dangerous) is very slippery and you can harm yourself on the rocks, also be prepare to get wet til your neck 😅takes around 2 hours, if you like adventure and you are a bit fit to climb, swim, and walk that’s the perfect place to go!",1090
45,ChIJs4sqTRY70i0RSySGSgASiBE,Alas Kedaton,George Messinia,4,"It is a forest inhabited by thousands of monkeys.
At the beginning of the forest, you are greeted by many ladies who work there and also run souvenir shops at the entrance of the forest.
Each lady follows you through the forest and tells you how to treat the monkeys. They also keep a wooden stick in case a monkey goes wild.
At the beginning of the forest, you can buy nuts to feed the monkeys. For safety reasons each lady keeps the nuts.
In the forest there is a temple and at the end there are some bats, which you can take pictures with.
Each lady offers to take pictures with the monkeys, but in the end, she takes you to her shop to buy some souvenirs.",813
46,ChIJs4sqTRY70i0RSySGSgASiBE,Alas Kedaton,Joe Jeppson,5,"We went to Ubud monkey forest and Alas Kedaton on the same day. The forest in Ubud was prettier and staff is friendly, but it was crowded. At Alas Kedaton there was no one except us and we had a much better experience. We fed so many monkeys at Alas. The staff was so friendly and helpful. We then got to feed and hold massive fruit bats. They are like puppy dogs. There were more monkeys at Alas, crowds were non existent, and they had fruit bats. I highly recommend Alas Kedaton. The only catch is that they want you to buy an item from one of the stores after the experience. I tipped them and bought an item because it was so memorable.",1061
47,ChIJs4sqTRY70i0RSySGSgASiBE,Alas Kedaton,VW,5,It was very rainy when I got there but the people were so sweet and kind. Massive bats 🦇 a guide came and pick me up once I got there. She was super sweet. Then they do ask you to come and see their shop but was fine with that cause the guide was so sweet. She would have got that as a tip either way.,2045
48,ChIJs4sqTRY70i0RSySGSgASiBE,Alas Kedaton,Aaron Lewis,5,"Had so much fun here - the people here are so friendly and welcoming! We loved it much better than in Ubud.

If you want to see beautiful monkeys in the wild or bats, definitely recommend you come here :)",38
49,ChIJs4sqTRY70i0RSySGSgASiBE,Alas Kedaton,David Říha,5,"I enjoyed it! The guide will help you be safe around the monkeys. You can pet the huge bats and hold them, they are super friendly. Ask the guy to take pictures on your phone, just for 20k. Totally worth it. And yes, they take you to their shop afterwards, probably depends on the guide, but mine was pretty friendly and I actually bought a nice shirt for a good price 🙂",509
50,ChIJpR39aDk90i0RiKhirr8D-5A,Bukit Campuhan,Lars F Clausen,4,"Campuhan Ridge is one of the better free attractions on Ubud. Very beautiful nature walk. Downside is they are building a lot of houses on one of the valley sides, which destroy the nature experience and why this is only 4 starts moving towards 3 stars if they keep building. We walked here at noon, that was very hot. Walk in the morning if you can",1195
51,ChIJpR39aDk90i0RiKhirr8D-5A,Bukit Campuhan,Freya McLaughlan,4,"Really nice walk that ends at a small village. Can be a bit crowded at the start near the temple. There is a steep slope down to the beginning and there are some steep stairs near the temple, if you have knee issues, you might want to start from the village end, where you can still see the rice fields and the   valleys. Plenty of places to stop for coffee, drinks and food also a vegan ice cream place.",787
52,ChIJpR39aDk90i0RiKhirr8D-5A,Bukit Campuhan,michelle khan (Nature's Confetti),5,"Steep climb to begin with, be prepared! You should be somewhat healthy and be sure to take water or stop at Petruk's to get a coconut, the best kind of hydration. Spectacular views of the lush green forest, totally worth it. I recommend wearing sneakers or any comfy walking shoes.",2361
53,ChIJpR39aDk90i0RiKhirr8D-5A,Bukit Campuhan,gosmami,5,Very beautiful trekking road 😍❤️ if u are lucky with sunshine more beautiful views of course 😍❤️ with this weather amazing hot with sunshine i cant imagine 😂🙈 but for beautiful photos of course better with sunshine 😍❤️💃,2288
54,ChIJpR39aDk90i0RiKhirr8D-5A,Bukit Campuhan,Florin Grasu,4,If the grass from the sides were cut it would be perfect. Otherwise you don't see much. Nearby Rice Fields Walk is much more beautiful and less crowded.,775
55,ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,Lilla Pallás,5,"The monument is absolutely huge and amazing! We loved it! You can walk around in the beautiful garden and inside the monument, and there's even an indoor water fountain with a spiral staircase in the middle where you can go up and see the history exhibition about Bali. Wonderful architecture with tragic history. Highly recommend to see!",1215
56,ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,Patrick William,5,"Bajra Sandhi is a monument built in 1987 to commemorate the struggles of the Balinese people over the years.

It is Bali's largest public park for both locals and tourists to enjoy freely without charge, It is situated in Renon, the island's ""main district"" long long ago, you can see old architecture and more antiquity the more northern you go in Denpasar.

If you're wanting to see Bali's communal beauty and history, visiting this park is a must. It is incredibly ambient and peaceful, you can visit at all times of the day even at noon, since the trees greatly help with providing shade amidst the heat, it is a large park in a not so densely-housed area, there's also a nearby smaller park only 2.5 km (1.4 miles) away.

It is less dense and larger then you might thought. It's over 1.5 km (1 Mile) for one walk around the park's perimeter.

Today, many still exercise around the park and many children here play soccer and basketball, not the mention it's incredibly safe thanks to the hospitality of the locals, and also considering the fact that this area is near major government & police offices and buildings.

there's many restaurants and shops nearby, as well as many crossings in the road. If your still in the park you can find people offering snacks and even cold drinks at local prices.",1552
57,ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,I Gede Aryadi Setiawan,5,"The Bajra Sandhi Monument in Denpasar, Bali is a must-see attraction for anyone visiting the island. The monument, which is dedicated to the Balinese people's struggle for independence, is a stunning piece of architecture and a powerful symbol of the island's history and culture.

One of the most striking features of the Bajra Sandhi Monument is its design. The monument is shaped like a traditional Balinese bajra, or bell, and is made of a combination of black stone and white marble. The intricate carvings and sculptures that adorn the exterior of the monument are truly breathtaking, and the large statue of a bull at the base of the monument is particularly impressive.

Inside the monument, there are several exhibitions and museums that provide visitors with an in-depth look at the history of Bali and the struggles of the Balinese people. The exhibits are well-designed and informative, and they offer a fascinating glimpse into the island's past.

One of the most interesting aspects of the Bajra Sandhi Monument is its location. The monument is situated in the heart of Denpasar, Bali's capital city, and it is surrounded by beautiful gardens and parks. The location is ideal for visitors who want to explore the city and learn more about the island's culture.

Overall, the Bajra Sandhi Monument is a must-visit attraction for anyone who is interested in Bali's history and culture. The monument is a beautiful and powerful symbol of the island's past, and it offers visitors a fascinating glimpse into the lives of the Balinese people. The location, design and exhibitions are all worth the visit.

In short, the Bajra Sandhi Monument is a symbol of the Balinese people's struggle for independence, a stunning piece of architecture, an informative exhibition and a great place to visit. It's a must-see attraction for anyone interested in Bali's history and culture and a great place to understand the island's past.",931
58,ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,Thomas Watts,5,"Locals seem slightly unimpressed by this and I had been told by multiple people that it isn’t worth the visit from Canggu. We had a lovely time!

The monument is quite impressive and set in the grounds of a large park which was totally empty on a Saturday at around 1pm. When we drove past later on it was so busy with locals though!

The monument is home to a huge diorama telling the history of Bali which we found really interesting and a viewing platform.",1985
59,ChIJL626sPVA0i0RLJoATqtQcfY,Bajra Sandhi Monument,19_Indiana Sapta Rani,5,"The Bajra Sandhi monument is a great place to visit if you want to learn about the Balinese people's fight for independence. The complex boasts an extensive collection of replicas, historical archives, and photographs, making it an excellent resource for those interested in Bali's rich history. The atmosphere inside the monument is serene and calm. Additionally, the building's exterior features a lot of Balinese architectural elements, giving it a unique and authentic feel.

Bajra Sandhi Monument located in the heart of Denpasar, which makes it easily accessible to visitors. It is around a 40-minute drive from the airport, and there is wide parking space and wide roads to make it easy to navigate. The monument has complete facilities like a library and clean toilets, making it a convenient and comfortable place to visit. However, it is not very accessible for people with disabilities as there are many stairs to climb to reach the main exhibition area.

You can find plenty of convenience stores and sellers near the monument, providing ample opportunities for souvenir shopping and snacking. There are plenty of things to do in and around the monument, from learning about Bali's history to enjoying the beautiful surroundings with family and friends. The monument is open every day from morning until 6 pm, and entrance fees range from 15,000 to 50,000 rupiahs, with discounts available for students.",17
60,ChIJYQy97hsW0i0RXgxBuN15rsE,Tegenungan Waterfall,Kristdel Bolog,5,"Breathtaking scenery and worth the visit. Descend down 150 stairs to get to the bottom of the waterfall. It's worth going up the other side to get closer to the top, there is a small cost. Walking back up the stairs could be difficult for some so pace yourself. Definitely take water as there isn't as much tree over as you'd think and it get very hot! There is some great little stores with beautiful silk dresses and robes. Highly recommended checking out this beautiful piece of the world.",1168
61,ChIJYQy97hsW0i0RXgxBuN15rsE,Tegenungan Waterfall,Jigar Tank,5,"Nice waterfall. Water is muddy brown if it rains.. no swimming allowed during monsoon. You get to climb down around 150+ stairs to get to the fall. So if you are travelling with kid, think before you plan. The stairs are twice the height of regular stairs so be prepared. But overall a very nice experience. There’s an infinity pool if you want to have drinks and chill.

There’s also a bridge with glass floor under construction.",1053
